t,qx,qy,qz,qw
0.792,0.25154671384431904,0.25584185817282895,0.04642199813808067,0.9322629416906297
0.812,0.2536849651106405,0.2550437899532089,0.049639733445012685,0.9317362827252273
0.836,0.2563091784582431,0.2541162338258023,0.05349502158084948,0.9310579076568306
0.856,0.258539261590421,0.2533544076571023,0.056706950444594985,0.9304586590001046
0.88,0.26124804013355996,0.2524476013332953,0.060620604966640054,0.929701464106042
0.896,0.26307993805849944,0.25182033373669066,0.06322979072519579,0.9291810691532226
0.912,0.2649336499689264,0.251167086317777,0.06583203346479896,0.928650310523111
0.932,0.2672817244291965,0.2503073154539105,0.06907333018533367,0.9279739234878961
0.948,0.2691825830126182,0.24958157253623856,0.07167296288338582,0.9274226447766467
0.972,0.2720776373224687,0.24840384604887178,0.07554279775190453,0.9265865174094464
0.996,0.27504270645422335,0.24710299446784914,0.07931593720994574,0.9257432699489995
1.016,0.27755194610032946,0.24592836732310527,0.08245309597062955,0.9250327790551911
1.036,0.2800964232663342,0.24465902212471652,0.08557498539374636,0.9243186022369365
1.052,0.2821579583805951,0.24356498268061963,0.08804781002949405,0.9237481090012006
1.072,0.28476289744177685,0.24209176846282537,0.09111589771818177,0.9230382229713544
1.092,0.2873920487800083,0.24049699734053992,0.09417956471835735,0.9223324856892304
1.116,0.29061040084176093,0.23837990385175645,0.097741409932278,0.9215027038195107
1.132,0.29278785339949326,0.23685985186224454,0.10006453492059167,0.9209559014027969
1.152,0.29556379261061416,0.23489771405037024,0.10292270878001036,0.9202564992701359
1.172,0.29840259194936647,0.23287766144801234,0.10573156819936187,0.9195350582780999
1.192,0.30129037076193027,0.2307890505020341,0.10850062236229867,0.9187971166702158
1.212,0.3042081152055886,0.22862030588146273,0.11124232182897595,0.9180497395107894
1.236,0.30774131003294275,0.22587716894896676,0.11444799529197791,0.9171567188983875
1.252,0.31010120708566236,0.22396064690402756,0.11655336159020596,0.9165665190832399
1.272,0.31303838486676944,0.22146946326371256,0.11917205063668714,0.9158363766463605
1.288,0.31537125974492414,0.21939325633705825,0.12125283089386334,0.9152624315467918
1.308,0.3182565387105567,0.21669587701089246,0.12384035188852692,0.914559587833719
1.336,0.3222126814246941,0.21273473058087297,0.1274543148136987,0.9136073116876653
1.356,0.3249646712041396,0.2097744368112317,0.130027915186087,0.9129542099153033
1.38,0.32817172144361173,0.20608012429631617,0.13310804250581026,0.9122042274814467
1.404,0.3312673009069919,0.20224522072255674,0.13617867924795282,0.9114901060148508
1.424,0.33375835017196387,0.19895406675594138,0.13874257563824394,0.9109188441991017
1.44,0.3357128714726365,0.19630240113600264,0.14082296353814383,0.910456549307089
1.46,0.3381354813439918,0.1929789254810245,0.14340463235306944,0.9098673760478156
1.48,0.3405280015231175,0.18962031333467236,0.14595332462723898,0.9092757799368617
1.5,0.3428885717807942,0.18619497686065595,0.1484397384692608,0.9086938439194823
1.516,0.34473915769907426,0.1834122992551216,0.15041118430616823,0.9082352763829968
1.54,0.3474448080790264,0.17915417402417688,0.15332506960851658,0.9075666974378176
1.56,0.3496307398698922,0.17552742912789104,0.15570691240229736,0.9070302226452701
1.576,0.35133210101853274,0.17257313526410864,0.15756544216046997,0.906618662512412
1.596,0.3533871438012411,0.16881907880122976,0.15985878077462964,0.9061251654368474
1.612,0.3549770786358885,0.1657587859963409,0.16163037436378094,0.9057543378815105
1.628,0.3565116211171545,0.16265943919866682,0.16338064157950258,0.9053994349485005
1.652,0.3587058309471816,0.15793842719756032,0.1659695870632249,0.904897605383568
1.668,0.360090855675707,0.15474096415304472,0.16767160925647254,0.904586115923226
1.684,0.36141000856870525,0.15150200575008166,0.16935556497794224,0.904294554097874
1.708,0.36325560882880126,0.1465607573761221,0.1718419138206439,0.9039002509714292
1.728,0.3646693105985471,0.14235965496241887,0.17386810467450647,0.9036149095291957
1.748,0.3659786606501046,0.13805920892201692,0.1758001160765753,0.9033789868975508
1.772,0.3674190624174207,0.1328438026077286,0.1780833892348156,0.9031290401485624
1.788,0.3683421039130282,0.12937937142409683,0.17959790700771916,0.9029560701015726
1.808,0.3694513013183613,0.12505409327127093,0.18146239220450813,0.9027395028055918
1.828,0.3704973738083126,0.12072869244792021,0.1832974146674128,0.9025288563792304
1.844,0.37127923608063457,0.11726578394706397,0.18474786337428717,0.902368379182968
1.864,0.37219676987433636,0.11287838132171808,0.18640844442296775,0.9022083613961404
1.884,0.3730318764206808,0.10845179827255333,0.18795459922040164,0.9020856363214157
1.9,0.3736298733971798,0.10491048813220874,0.18917109749694505,0.9020026624444467
1.92,0.37428906789622746,0.10048725344664601,0.19066146156200695,0.9019191829777001
1.94,0.3748526709132984,0.09607990551572475,0.19212302357499914,0.9018552382049217
1.956,0.3752320848548184,0.09257854978684257,0.19328088298411705,0.9018162755726643
1.972,0.3755461889173433,0.08910569258543544,0.19443441600896927,0.9017873881407856
1.992,0.3758566545794845,0.08476549873567511,0.19579390163415772,0.9017823093825273
2.012,0.37606887216899054,0.08050687226566595,0.19721304308277968,0.9017748402686632
2.028,0.3761713214148581,0.07715127036639681,0.1983399027685252,0.9017782994703425
2.052,0.37621728735487797,0.07221557690074551,0.20001398126132905,0.9017981317613286
2.068,0.3761815370405798,0.06900370112341199,0.20112510530487654,0.9018174052640369
2.088,0.37606666414155443,0.06509209033310372,0.20251206961400572,0.9018457437711631
2.112,0.3758660649228396,0.060553218585535,0.20412431407455175,0.9018820728687016
2.132,0.37569949580493905,0.05693887842418137,0.20542373587257237,0.9018918680838999
2.148,0.37556339811247985,0.054161011852959004,0.20644797105316726,0.9018857766043887
2.172,0.37534512583074076,0.05016019268612906,0.2079431678355959,0.9018645300350232
2.196,0.3751067441542034,0.046352826810713656,0.2093893836341957,0.9018328181863757
2.212,0.374935032784357,0.0439245959475838,0.2103377492365679,0.9018050689078707
2.232,0.3746975987989434,0.04097432861959227,0.21145431111724677,0.9017815079931559
2.248,0.37448600809270194,0.03868190441242828,0.21230189188177548,0.9017715047157121
2.264,0.37425635699038784,0.03645844582686908,0.2131286904571176,0.9017644494457556
2.28,0.37400805279601124,0.03429380604848373,0.2139241784559285,0.9017640252207897
2.304,0.3736027796553972,0.031164092145954503,0.21507275560255734,0.9017724059827966
2.328,0.37316597923819933,0.02818405115516978,0.21617673002226576,0.901787354422626
2.344,0.3728586696688599,0.02628238501251292,0.21689393620109074,0.901799683482989
2.364,0.37245360301967156,0.023976415527485084,0.2177473129250195,0.901825677617383
2.38,0.37211594021340744,0.02219971693315742,0.21840636171165764,0.9018511854907416
2.4,0.37169308598912004,0.02006967881179828,0.21920879049855643,0.9018807925598793
2.424,0.3712693766380313,0.017688032033693762,0.22016269413284043,0.9018728134308918
2.448,0.37092622833509364,0.015472754355278784,0.22108861578356212,0.9018282269793244
2.464,0.3707312118074126,0.014075445256814756,0.2216874390340329,0.9017843033714669
2.48,0.37055704271048423,0.012726516901278823,0.22225641796300238,0.9017358806987094
2.5,0.3703617879050029,0.011081322381025495,0.22288510694049204,0.9016826378822113
2.52,0.37019277716207155,0.009505137374445917,0.22348873940925112,0.9016206205815114
2.54,0.37004191606757564,0.00798672780725332,0.22406452879726724,0.9015543685584518
2.564,0.3698830572266065,0.006238798124593244,0.22473440632178363,0.9014666094702871
2.58,0.36978745779756994,0.005114693381978452,0.2251674576609199,0.9014048435512961
2.596,0.3696973483326244,0.00401725091346794,0.2255882262561156,0.9013421572885316
2.616,0.36958299265573535,0.0026350673851447686,0.22603144595772096,0.901283115007581
2.636,0.3694754740531382,0.001285726895606465,0.22646518802913967,0.9012212489674692
2.652,0.3693918848877655,0.0002259859559453903,0.2268000475109153,0.9011721937335051
2.668,0.3693104178278017,-0.0008179637705994502,0.22712167797525562,0.9011242365028415
2.688,0.36921619676756273,-0.0020947658750706255,0.22752485669359535,0.9010590721961486
2.704,0.36915341407015023,-0.0030784843565449804,0.22788950531370875,0.9009898185785963
2.724,0.36907961017178453,-0.004283420329916216,0.22833417895152028,0.9009025454444315
2.74,0.36904379761838857,-0.005244291965110087,0.22864790367348609,0.9008325643463955
2.768,0.3691085775840781,-0.00686339236058553,0.22917550165834963,0.9006610579118024
2.788,0.369223811329825,-0.007990712337556993,0.2295300938682635,0.9005142206940668
2.808,0.36937381145151194,-0.00910778536887902,0.22986191285843208,0.9003574493924733
2.824,0.3695079952795081,-0.009998987937896801,0.23011262970204302,0.9002288816275266
2.844,0.3696760368164389,-0.011126339114033879,0.23036090481790406,0.900083154999074
2.864,0.36982738311276914,-0.012280595972401028,0.2305447472316756,0.8999588952760046
2.884,0.3699547446874444,-0.013458640936320182,0.23068788817012034,0.899853015841479
2.908,0.3700708407099247,-0.014891973581786344,0.23084583907539205,0.8997421856068921
2.928,0.37013718506082477,-0.016102388099656167,0.2309761881661426,0.8996605903522592
2.948,0.37016761320282837,-0.017331017976161715,0.23110125461901523,0.8995931213971949
2.964,0.3701655032476125,-0.018326315178001346,0.2312022406497187,0.8995483145979364
2.992,0.3700901711490763,-0.020135809123172504,0.23130720042483863,0.8995136427211241
3.016,0.3699576607341617,-0.02173501491563451,0.23137826525280278,0.8995126551412869
3.036,0.3698362752802839,-0.02308358400241328,0.23144125714215913,0.8995127692972827
3.056,0.36977392967762696,-0.024428917329472388,0.23151307206260552,0.899484389188056
3.076,0.36976660177492776,-0.025766074315483865,0.23159532318435322,0.8994289165383366
3.096,0.36980278329869753,-0.027097070461255868,0.23169440917798542,0.8993494042876877
3.112,0.3698475233607934,-0.028180976673415792,0.23174509398921145,0.8992846342674556
3.128,0.369904029187408,-0.029272012192212263,0.23177949501917738,0.8992176734149498
3.148,0.3699881542587057,-0.0306321568729902,0.23183504322323792,0.8991234339106196
3.164,0.3700593880340313,-0.03171513208766439,0.23188963088835984,0.8990424899919917
3.184,0.3701507667533258,-0.0330615641452881,0.2319726873041698,0.8989349337928045
3.204,0.37024526367224275,-0.03439539885085499,0.23207709802064672,0.898819015063921
3.224,0.3703419398599601,-0.03571374773082401,0.2322044144275847,0.8986948791019805
3.244,0.3704372451360007,-0.037016648665485534,0.23235464681922202,0.8985640395871299
3.264,0.3705188928338855,-0.038306410508800466,0.23249009926944336,0.8984412739343443
3.284,0.3705903607263047,-0.03957333906404081,0.23264954224743375,0.8983156048205605
3.3,0.3706332489044515,-0.04057078326820564,0.23279299980657264,0.8982162465645968
3.316,0.3706599805588084,-0.04155616129096921,0.23295002534268333,0.8981194519459792
3.336,0.3706685585503956,-0.042770769650995195,0.23317810223556,0.8979996957702471
3.356,0.3706410394046566,-0.04397365936523177,0.23343012296964752,0.897887473395994
3.376,0.3705745395126456,-0.04516735085715657,0.2337054957443842,0.8977840287844338
3.392,0.3704902006381973,-0.04611813180929487,0.23393194466967057,0.8977115207083816
3.412,0.370368122452245,-0.047311476708467665,0.234193435969436,0.8976316129636326
3.432,0.370287005357023,-0.048505472191515055,0.2344807994385353,0.8975263269263313
3.456,0.37021870068955887,-0.04994785631146465,0.23485852576452573,0.8973766200349426
3.48,0.370145631159889,-0.05140378984264159,0.23529720981915256,0.8972096105004576
3.5,0.370046490117872,-0.05264374231669292,0.23566602449174637,0.8970818003095331
3.52,0.3699163896317197,-0.053910305941240085,0.2360660142450195,0.8969550604760675
3.536,0.36978386800809165,-0.05494762892716371,0.23640652847101085,0.8968570690653791
3.556,0.36957915637454347,-0.05627498988291735,0.23685735418578086,0.8967401889372807
3.576,0.36933142164732535,-0.05764454261253371,0.2373346667688326,0.8966290557642468
3.596,0.3690418145780764,-0.05906358970320705,0.2378413516009473,0.8965216801243161
3.616,0.3687113202446752,-0.06054441595808324,0.2383655219312718,0.896419663982309
3.632,0.3684220859917628,-0.061763381764033266,0.23882695844458224,0.896332602969823
3.648,0.36810536981626374,-0.06302332858999232,0.23930450441805218,0.8962476504466276
3.664,0.36775933503549796,-0.06432542462329954,0.2397972190043429,0.8961655008976098
3.684,0.36727773055549273,-0.06601447336620539,0.24043519626174042,0.8960692352395365
3.708,0.3666217544662084,-0.06812321484297428,0.24126259598577443,0.8959576309903177
3.728,0.36600512613071995,-0.0699575166121224,0.24198681374403064,0.8958730800116232
3.748,0.36535050040265804,-0.07187449396942847,0.2427285819557168,0.8957878680100176
3.772,0.36458624049118943,-0.07427390017062606,0.24367337415052753,0.8956469995082
3.788,0.36407371247952286,-0.07593304845864346,0.244327987267761,0.8955380163180343
3.808,0.36340534581451495,-0.0780712827470623,0.24516063819814637,0.8953980628312408
3.832,0.36253065532796724,-0.08072307712685356,0.24618147147798738,0.8952373941405595
3.852,0.36171750984190554,-0.08300179692498116,0.24705125003774878,0.8951183299630172
3.872,0.3608141754254967,-0.08534540023644381,0.24790482748249718,0.8950265303226344
3.888,0.3600271882969637,-0.08725737333262656,0.24859747840559365,0.8949669648743767
3.908,0.358959525421571,-0.08968771355265269,0.249475532180208,0.8949112425208546
3.932,0.3575491405248273,-0.09265230625516917,0.2505562663608962,0.894871901247795
3.948,0.3565289949217075,-0.0946524413024897,0.25128863552848224,0.8948642426590916
3.964,0.35544827977153926,-0.09666767713508792,0.25203301492951946,0.8948693982868654
3.988,0.3537049406625228,-0.09973085056257908,0.2531500906427169,0.8949087126654707
4.004,0.35246523788573497,-0.10178914531507659,0.2539038532798685,0.8949525458189466
4.024,0.350836743143632,-0.10436910678969374,0.2548642176011542,0.8950222901106107
4.044,0.3491251634550159,-0.10695031289676282,0.25584818903101525,0.8951061138118446
4.064,0.3473359104691439,-0.10952643413867075,0.2568613233232101,0.8952005284315283
4.08,0.3458702904997531,-0.11158171768271752,0.25769090119867527,0.895275746274859
4.1,0.34405789937502085,-0.11415650380791567,0.258757261929317,0.8953419089458754
4.12,0.3422468444145944,-0.11674066993751345,0.2598072049447475,0.8953987545946169
4.136,0.34079934705893283,-0.1188032625254664,0.26066302670581815,0.8954308328207558
4.156,0.3389816540486741,-0.12136268690721508,0.2617609366939025,0.8954572845570118
4.176,0.33715234373021447,-0.12389342008115783,0.2628893051062294,0.8954707872614164
4.196,0.33531300363203587,-0.1263875361537043,0.2640529385475123,0.8954705053460343
4.224,0.33272883692397265,-0.12980952439046622,0.2657491736629093,0.8954431222329101
4.244,0.33087861527015805,-0.13220581798630232,0.2670054723093703,0.8954044010414097
4.26,0.3293994748749278,-0.1340924065955008,0.26804132680118575,0.8953597375201817
4.276,0.3279181282257805,-0.13595079574601385,0.2691035338750081,0.8953046243446465
4.296,0.3260589909060916,-0.138234589600328,0.27046204914884847,0.8952245599052431
4.32,0.32382129071752924,-0.14091644389552666,0.2721357684312773,0.8951114182369648
4.34,0.32195392942224277,-0.143102523597062,0.27356872084881634,0.8950013910843225
4.364,0.31969268546452745,-0.14567635254347105,0.275307248860981,0.8948636241879022
4.38,0.31819692102761143,-0.14737501384950225,0.2764821973885605,0.8947563463136767
4.4,0.3163881521206545,-0.14950176834805207,0.27797702940540336,0.894581762379175
4.416,0.31497333458657917,-0.15120290200959488,0.2791877499814292,0.8944180684576954
4.432,0.3135769317310915,-0.15289892467910549,0.28041353260689744,0.8942369246732145
4.452,0.3118487204127149,-0.15500777586958603,0.2819664651910621,0.8939898643187036
4.48,0.30943418156143504,-0.1579400572851111,0.28418726526378546,0.8936123453981998
4.5,0.3076885685360707,-0.16003740873450298,0.2858006901328599,0.8933273409659812
4.524,0.30556926757172787,-0.16252946566797,0.2877629518303252,0.8929748479432442
4.544,0.3037738523828033,-0.16457803439063418,0.28942355346800663,0.8926754863345235
4.564,0.3019464317205371,-0.16659423460343048,0.2911036879131882,0.8923751208160576
4.584,0.3000880093712117,-0.16856830728895023,0.2927956217735307,0.8920777075342783
4.604,0.29819400494931203,-0.1704937528583016,0.2944954803706185,0.8917873220055671
4.62,0.29665452047387364,-0.171991043870026,0.29587434280038916,0.8915568123139169
4.644,0.2942990297157507,-0.174159106696218,0.2979527231298685,0.8912243608893549
4.66,0.29269782963363555,-0.17554734246592432,0.29934344937933655,0.8910132492811716
4.676,0.29107523204620367,-0.17688736461375698,0.30073820438558874,0.8908100818649172
4.7,0.2886047651160902,-0.17880613471467638,0.30284702648217987,0.8905163301655874
4.72,0.2865131263705673,-0.1803182246569841,0.3046091957039736,0.8902857991490684
4.74,0.2843937833831187,-0.18175130696133496,0.30638587370535064,0.8900642307073638
4.76,0.2822745550734564,-0.18313570103612078,0.308171334203208,0.8898386479241647
4.78,0.28019086373417945,-0.18450065819963415,0.30996687036010345,0.8895915502538001
4.8,0.2781255832830534,-0.18583778050753558,0.311769030006792,0.8893315192818246
4.82,0.2760613855127068,-0.18713732249841736,0.3135869611380479,0.8890629627653672
4.84,0.2739795498526063,-0.18839304846174038,0.3154202804488488,0.8887931774239861
4.856,0.27228350970533804,-0.18936755132832706,0.31686964457652267,0.88859172244198
4.88,0.26965934014985454,-0.19078209758494147,0.3189714001099016,0.8883373668955753
4.9,0.26742213378224133,-0.19190654412310065,0.32072681795493224,0.888139397240425
4.916,0.26559611859770194,-0.19277410507977052,0.32212592011823094,0.8879930955725457
4.932,0.26373636835263525,-0.19361453179425175,0.3235170155866188,0.8878588185698125
4.956,0.26089196569877987,-0.19482604946091145,0.325590919092696,0.8876760366764751
4.976,0.2584727124264361,-0.19580163827002775,0.3272858129465688,0.8875458140431951
4.996,0.2560122565694653,-0.19674724960341616,0.3289640475772058,0.8874293772809887
5.012,0.2540212159769727,-0.19747956451187534,0.33030361808034886,0.8873412890860041
5.036,0.25100069371208794,-0.19854154065671287,0.3323111704535081,0.8872142888736233
5.056,0.24846302797523223,-0.19939564721678943,0.33398738248634385,0.8871076191422872
5.072,0.24642038934891447,-0.20005954935471754,0.3353269377623098,0.8870225550886904
5.092,0.2438697558206091,-0.20088390956764487,0.33700326320336266,0.8869058561443262
5.112,0.24136600098492708,-0.20174683758699918,0.33869385283635894,0.8867508901281419
5.128,0.23938636744954223,-0.20245980063282698,0.34005248676227084,0.8866050431019578
5.148,0.23692374722146242,-0.20337005784123893,0.3417487523198667,0.8864059723760926
5.172,0.23397101641912416,-0.20447797553368097,0.343777714120699,0.8861507796483601
5.192,0.23150024113828438,-0.20541569155619893,0.3454484071804823,0.8859330843759434
5.208,0.22951267600954972,-0.20617045041775237,0.3467757573831268,0.885756315821025
5.232,0.22651725882824134,-0.20729872057391494,0.34875696828212865,0.885486165321636
5.248,0.2245127420601671,-0.2080468039088352,0.3500715708408666,0.88530246318699
5.268,0.22199217789099002,-0.2089807859754523,0.35170576707747936,0.8850703686446288
5.288,0.21944822445039314,-0.2099098416747428,0.35332387425476597,0.8848404234862106
5.304,0.21739592156980744,-0.21065215221655695,0.35460664371616507,0.8846574547720171
5.32,0.21532626563013005,-0.21139991530988222,0.3558715187779983,0.8844773243330765
5.348,0.21165937045234448,-0.21272004926023744,0.35805264383930824,0.884165592964418
5.368,0.20897950352334718,-0.21367281957688147,0.3595426093815734,0.8839686676123143
5.388,0.20626846865356632,-0.21463726370717,0.3610085648146436,0.883774281136356
5.408,0.2035265716048615,-0.21561510746880388,0.36244931229570343,0.8835822293925785
5.428,0.20077511614546117,-0.21663039901959125,0.3638745535608922,0.8833775705938264
5.448,0.198054617343009,-0.2177322184617865,0.3652918651679684,0.8831358348719239
5.472,0.1948197905847203,-0.2191467002049219,0.3669848133710855,0.8828035567105569
5.492,0.1921198196985237,-0.22038838978657319,0.3683593446282732,0.8825136405468855
5.516,0.1888708764126354,-0.22192773180186937,0.36998599007955,0.8821486501974912
5.536,0.18615744099233839,-0.2232293593450211,0.37133853301434394,0.8818286421909591
5.556,0.18343945318644503,-0.2245344623649698,0.3726863979890826,0.8814982081541943
5.588,0.17907434939906558,-0.22659619856761057,0.37481836748996467,0.8809640921026052
5.604,0.17687792116035414,-0.22759844122214035,0.375840323152185,0.8807140296668974
5.628,0.17357555774483965,-0.22905151985304356,0.37734186031862116,0.8803522292002565
5.648,0.17081915719522411,-0.23020700780295986,0.37857634044204935,0.8800599431578664
5.668,0.1680599862145646,-0.23129997857979928,0.3798027601567387,0.8797761217036228
5.684,0.16585424898393825,-0.23212520025875866,0.3807808791455029,0.8795545358736905
5.7,0.16364995117802977,-0.23290602549880748,0.3817519049067837,0.8793400706585703
5.72,0.16090174932890913,-0.23381891168523966,0.38295765416657124,0.8790806440347005
5.74,0.1581557252268035,-0.23465511117169127,0.38414729740282866,0.8788370720885003
5.768,0.15434424541914604,-0.23573796016277335,0.38579901616186724,0.8785013302054953
5.792,0.15114830040004062,-0.23666315955807735,0.3872076197520921,0.8781884760118903
5.812,0.14852029275316825,-0.2374104478503618,0.38837693109641386,0.8779187669050794
5.836,0.1453962333509333,-0.23825147613695166,0.3897707854839876,0.8775960940142795
5.856,0.14280330557750576,-0.23888646381958223,0.39091637959983655,0.8773396477308372
5.876,0.1402152872946113,-0.23944738719618477,0.3920553405855285,0.8770959080352475
5.896,0.13762588990210914,-0.23992526310266798,0.3931864998843053,0.876869065974218
5.912,0.13554535505629006,-0.2402439929919344,0.3940722064547545,0.8767082619970209
5.932,0.1329332181401979,-0.24056469356945212,0.3951546194064106,0.8765330652545293
5.948,0.13083247920919963,-0.24075990347214693,0.3959965867888712,0.8764155604024959
5.968,0.12818654437955418,-0.24092304799180636,0.39701796499905845,0.8762996235616975
5.984,0.12604194294019366,-0.2409852097974984,0.3978035456977821,0.8762373515828855
6.004,0.12333441205976631,-0.24097676703478804,0.3987510358938904,0.8761942889136419
6.028,0.12005723508747577,-0.2408462597869556,0.3998520604676991,0.8761835818990906
6.048,0.1173029017188508,-0.24064313326722078,0.4007382864240492,0.876207588105461
6.064,0.11509737585632118,-0.24045673200071913,0.40143009936749824,0.8762345744310275
6.084,0.1123508194528047,-0.2402271609079637,0.40227781719142686,0.8762652351463475
6.108,0.10906118635662931,-0.23993349594012192,0.4032651665885702,0.8763074691982997
6.124,0.10686965222215866,-0.23971308697551297,0.40390722721141975,0.8763420936899972
6.144,0.104129928716564,-0.23939708728483547,0.40469063795802973,0.8763968736218445
6.164,0.10138530477711898,-0.23902351825851753,0.4054468461641876,0.8764711248124976
6.188,0.09807943567271181,-0.23848564746334625,0.40631913669041825,0.8765898581499014
6.208,0.09531829275470208,-0.2379654943757765,0.40701571633220923,0.8767126400431329
6.228,0.0925508109032927,-0.23738012165531902,0.40768144304282034,0.8768585212236765
6.244,0.09032725295453006,-0.23685305655489358,0.40817899081458464,0.877001441522122
6.268,0.08698466162813162,-0.23597073250753345,0.4088922970581077,0.8772448754183987
6.288,0.08419729872679933,-0.23515983954622283,0.40945897772948586,0.877470233289101
6.304,0.08196823485515527,-0.23446910026280174,0.4098942821985319,0.8776628777142353
6.328,0.07863151006620847,-0.2333707472930232,0.4105154937314793,0.8779705059619051
6.348,0.07586527741948379,-0.23241364767386952,0.41101689538673536,0.878233151141336
6.372,0.07257241242011556,-0.2313196854550067,0.41164083663764567,0.8785079792971607
6.388,0.07039703164032018,-0.23062558284134166,0.4120490533123001,0.8786760928463689
6.408,0.06769441514209132,-0.229776909195619,0.4125523335101294,0.8788746271650044
6.428,0.06500517299423289,-0.22893104650892845,0.4130453566211296,0.8790667988281896
6.452,0.06179625317125972,-0.2278929699422737,0.41361894893997947,0.8792982329236596
6.472,0.05913860723374558,-0.22699406077946874,0.41408056966753726,0.8794962213273616
6.496,0.05596826426931184,-0.22585779291059227,0.4146041661376073,0.8797495076427015
6.512,0.0538648622010266,-0.22505713340666925,0.41493632864817764,0.8799293758539992
6.536,0.05072788320587095,-0.22378234141676465,0.4154081565326027,0.8802182735104214
6.552,0.04865074566565153,-0.22288568891672722,0.4157058417384217,0.8804224711846254
6.572,0.04607085507178922,-0.2217145677821467,0.4160600484380735,0.8806895950559641
6.592,0.04351102582875527,-0.2204862425664371,0.41639283930688537,0.8809708342755814
6.612,0.04097190565265846,-0.2192046877247653,0.41670602516110883,0.8812642602653912
6.632,0.03845426858511235,-0.21786240132670492,0.41699858423442915,0.8815721320812199
6.656,0.03546713854793187,-0.21617905413817576,0.41734062808149025,0.8819498278177125
6.676,0.033005836364425306,-0.21472429521078776,0.41761944304934834,0.8822687190415783
6.696,0.030566226120173158,-0.2132291682273026,0.4178830630916545,0.8825943423900924
6.72,0.02766705589800913,-0.21138670571005563,0.41818230294454434,0.8829913681180491
6.744,0.024797058022627133,-0.20957466876029177,0.4184706671094898,0.8833718723710728
6.764,0.022426007868832136,-0.20812560662359778,0.4187071277150745,0.8836657440679812
6.788,0.019604105893261232,-0.20643343893423083,0.41898258534148974,0.8839991558267882
6.812,0.016813160827049208,-0.20477350992702845,0.41928160200548514,0.8843008908029455
6.832,0.014499914733504413,-0.20340918295811186,0.4195217434250579,0.8845427991649892
